name,Mig3Full_HOdMig3_D04,Mig3Full_HOdMig3_F10,Mig3Full_HOdMig3_C05,Mig3Full_HOdMig3_A04,Mig3Full_HOdMig3_H11,Mig3Full_HOdMig3_A02,Mig3Full_HOdMig3_A08,Mig3Full_HOdMig3_B02,Mig3Full_HOdMig3_B01,Mig3Full_HOdMig3_E07,Mig3Full_HOdMig3_E09,Mig3Full_HOdMig3_A10,Mig3Full_HOdMig3_D05,Mig3Full_HOdMig3_D11,Mig3Full_HOdMig3_D08,Mig3Full_HOdMig3_E02,Mig3Full_HOdMig3_C02,Mig3Full_HOdMig3_B06,Mig3Full_HOdMig3_D03,Mig3Full_HOdMig3_G02,Mig3Full_HOdMig3_G09,Mig3Full_HOdMig3_F12,Mig3Full_HOdMig3_A12,Mig3Full_HOdMig3_H08,Mig3Full_HOdMig3_TEF,Mig3Full_HOdMig3_H02,Mig3Full_HOdMig3_F01,Mig3Full_HOdMig3_E06,Mig3Full_HOdMig3_H05
YHR049C-A,3.481350725610923,1.3819493299466563,0.2849870078666512,1.502701370043595,2.750673598928586,0.803957051667838,2.6945360428809626,0.0,3.674061022680168,0.0,2.417133814771836,1.1206863236891125,0.0,0.4117538179673681,3.2130691389097144,2.727532421785269,1.7531030907019791,1.9342843221098387,2.8571160882562463,3.018230331454677,2.3511873088596102,2.702416481976826,1.9825303260615308,1.8421724013359744,0.9441768612946676,0.7333561620174661,0.0,0.0,3.318778216840648
AIM11,3.703743146947371,4.288839925555175,4.869949508587808,4.672626371485908,4.55802852098619,4.803957051667838,4.601426638489481,4.779442203981654,3.259023523401324,4.127642433654949,4.22448873682944,4.821126041830205,4.825194770091386,3.996716318688524,2.798031639630871,3.727532421785269,4.560458012759583,3.934284322109839,3.6644710103138505,4.018230331454677,4.35118730885961,4.702416481976826,4.485030666590714,5.234489824114735,5.26610495618203,2.7333561620174662,3.115294872290737,4.274409034533583,3.970854913420341
BIL1,5.355819843527064,5.1368368321101245,5.454912009308964,4.672626371485908,5.335636099649743,5.196274474446598,4.501890964938567,5.4745876224532335,5.481415944737772,5.034533029263468,5.275114809899408,5.208149164939452,4.825194770091386,4.804071240746128,5.856925328684439,5.427972139926362,5.659993686310497,5.256212416997201,5.500972278030971,5.018230331454677,5.225656426775752,4.641015937312683,5.204922747397979,4.842172401335974,5.751531783352272,4.6402467576259845,5.252798396040673,5.097531272449503,4.970854913420341
YER119C-A,0.0,1.3819493299466563,0.0,0.0,0.1657110982074305,2.388919552388994,0.0,0.0,1.6740610226801675,0.0,1.417133814771836,0.0,0.0,0.4117538179673681,1.2130691389097146,0.0,0.0,0.0,0.0,0.0,0.7662248081384537,0.0,0.0,0.0,0.9441768612946676,0.0,0.0,0.5739693163924904,0.5114232947830442
YHR214W-A,3.703743146947371,3.7038774248340185,4.092341929924255,4.203141088184688,3.750673598928586,4.263388670305135,4.016464137768325,3.9720872819240505,2.6740610226801675,3.712604934376105,3.002096315492992,3.9280412457467166,1.8251947700913864,3.996716318688524,3.798031639630871,4.727532421785269,4.075031185589341,3.934284322109839,2.8571160882562463,4.396741954708406,0.7662248081384537,3.576885599892967,4.64549533878396,4.6495273233935785,4.529139362015823,4.733356162017466,4.378329278124531,3.7438943178348025,3.970854913420341
YHR214C-B,5.940782344248221,5.873802426276331,6.117877022031393,5.860253374661679,5.5232631028255135,5.327519007724851,5.394975761022055,5.087564499343986,5.674061022680167,4.449570528542312,5.504596656022176,5.120686323689113,4.995119771533699,5.499216659217708,5.382994140352027,5.814995263035608,5.212534709339276,4.934284322109838,4.66447101031385,5.696302236567314,5.766224808138453,5.641015937312683,5.719495920227737,5.427134902057131,5.336494284073428,5.1256735847962265,5.74756308779025,5.274409034533583,5.3187782168406486
HMRA1,6.754369220017339,7.096194847612779,6.957412349838147,7.102614212230723,7.131495382869518,6.993781610547855,6.823819059825929,6.709052876090256,6.53204201780774,7.519959856433709,6.860077310620564,7.143054136717567,7.147122864978749,6.4117538179673685,6.827778983024922,5.634423017393788,6.707299401088855,6.256212416997201,6.923205278714018,6.578945285929155,6.956049367018471,6.803954508438888,6.7726072566873,6.819452324835891,6.921456784794584,6.615999211379307,6.724104114966261,6.966286739171251,6.555817414141497
NVJ3,0.8963882248897668,4.381949329946656,3.744418626503948,2.502701370043595,3.750673598928586,3.97388205311015,3.5018909649385668,4.087564499343986,1.6740610226801675,4.587074052292246,1.417133814771836,4.120686323689113,3.8251947700913855,1.996716318688524,4.382994140352027,2.727532421785269,3.338065591423135,2.9342843221098387,3.4420785889774024,3.8662272380096265,3.7662248081384537,4.11745398125567,3.567492826782687,4.164100496223337,1.9441768612946675,3.0552842569048284,4.252798396040673,3.7438943178348025,4.211863012924136
TMA20,7.779031274251608,7.551874331388968,7.532914521310237,7.579516967094426,7.907178084608577,7.722820288942432,7.792568125841489,7.796515717340596,7.761523863930507,7.104922357154865,7.645952505267717,7.848606778252312,7.847562583119841,7.530694890690875,7.798031639630871,7.771926541143722,7.923028092144292,7.888480632496714,7.500972278030971,7.638816741906554,7.69696214570134,7.746810601335279,7.840511321189103,7.875595402873425,7.544089703481795,7.566246176182208,7.574726490928034,7.682493773170659,7.730591815245206
YFL013W-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.411753817967368,0.0,0.0,0.0,0.0,1.8571160882562463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YER066C-A,0.0,0.0,0.0,0.502701370043595,0.1657110982074305,0.0,0.0,0.0,0.0,0.0,0.417133814771836,0.0,0.0,1.411753817967368,1.2130691389097146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421724013359744,0.0,0.0,0.0,0.0,0.0
YEL076C-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1206863236891125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1174539812556699,0.0,0.0,0.0,0.0,0.7933667774033746,0.0,0.0
YHR139C-A,0.0,0.0,0.2849870078666512,0.0,1.1657110982074306,0.0,0.6945360428809626,0.3871247812028942,0.0,1.127642433654949,0.0,0.0,0.0,0.4117538179673681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421724013359744,0.9441768612946676,0.0,0.7933667774033746,0.0,1.5114232947830442
YMR135W-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.411753817967368,0.0,0.0,0.0,0.0,0.0,0.0,0.7662248081384537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDR2,7.004912681667936,6.448038520404428,7.239183318253526,7.010496010242291,7.0360758177908345,6.781236975167754,6.671815966380879,6.341321091589769,3.99598911756753,6.651204389711962,6.6839203554667375,6.478238328307196,6.284626388728683,6.697156036829616,7.382994140352027,4.534887343842874,6.001030604145565,5.741639244167443,6.316547706893544,6.554283231694886,5.624205803266026,5.609307077585345,6.506092282118543,6.396761253013612,4.529139362015823,6.225209258347141,5.548254279566844,5.328856818555959,4.418313890391563
COA6,5.419950180946779,5.996659174061865,5.839575859544288,5.456897680430471,5.5919758529095285,5.196274474446598,6.186389139210637,5.910686737259907,5.133492641317465,5.712604934376105,6.250023828936578,5.442614418576475,5.995119771533699,5.659681331410954,5.213069138909715,3.727532421785269,6.212534709339276,6.182211835553424,6.142518307118495,5.396741954708406,5.4100809979131785,5.475005985873754,5.098007543481467,5.700153396463547,5.64461657943576,5.820819003267806,5.700257373011893,5.328856818555959,5.266310796946513
YBR012W-B,5.850584535276642,5.381949329946656,5.454912009308964,5.547095489402049,4.973066020265034,5.50439676980893,5.648732353267838,5.744676785820977,5.481415944737772,5.519959856433709,5.371330125158711,5.821126041830205,5.284626388728683,5.11219353610846,5.382994140352027,5.427972139926362,5.453542808843071,4.519246822830994,5.811312398643121,5.650498546954189,5.975678173767403,5.246736998200636,5.485030666590714,5.427134902057131,6.073459878239634,5.591337157145039,5.963291778845687,5.966286739171251,5.46561960516992
YMR172C-A,0.0,0.0,0.0,0.0,0.1657110982074305,0.0,0.0,0.3871247812028942,2.6740610226801675,0.0,0.417133814771836,0.0,0.0,0.4117538179673681,0.0,0.0,1.7531030907019791,0.0,0.0,0.6963022365673142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5114232947830442
RPL43B,10.669527431609458,10.74498896020317,10.76274527431054,10.604677040992826,10.70583913678953,10.861948774427011,10.527426057045703,10.520266993603496,10.671240503617788,10.979391475071006,10.832875583061927,10.652067784205425,10.83642202551464,10.546180138188294,10.771489852178378,10.80968146313914,10.83791147850634,10.786033363525895,10.675698265737104,10.833293348647544,10.85501304685536,10.615305818206789,10.596012866792735,11.012097402778286,10.91140312013066,10.716349736711775,10.55989568600224,10.773641661228854,10.826572857039343
