name,name,spearman,pval
YBR137W,YBR137W,0.3391986062717771,0.030041852885969656
YBR138C,YBR138C,-0.19059233449477356,0.23262479985451015
ATG42,ATG42,0.27717770034843214,0.0793491393832997
IRA1,IRA1,0.16341463414634153,0.3073074500524372
BMT2,BMT2,0.02038327526132405,0.8993413758899733
MAK5,MAK5,-0.18588850174216032,0.2445724436160727
SUP45,SUP45,0.02264808362369338,0.8882241454747231
YBR144C,YBR144C,0.0023147793274708116,0.9885400169286461
ADH5,ADH5,-0.04617529256367641,0.7743608240393637
MRPS9,MRPS9,0.5588850174216029,0.00014589316866897524
RTC2,RTC2,0.017935275640222428,0.9113791532205957
YSW1,YSW1,0.4403771601859049,0.003958525553116891
ARA1,ARA1,0.2667247386759582,0.09184430900709416
TBS1,TBS1,0.11742160278745647,0.46468844407812193
APD1,APD1,0.11515679442508713,0.4734046155685352
SPP381,SPP381,-0.06834206498092218,0.6711525470359359
RIB7,RIB7,-0.29006968641114983,0.06581382683153153
RPB5,RPB5,0.12386759581881537,0.4403572639908431
CNS1,CNS1,0.12334494773519164,0.4423035031095074
SLI15,SLI15,0.08589224277497091,0.5933699743803277
ICS2,ICS2,0.06077559206612155,0.7058256788064475
AMN1,AMN1,-0.11672473867595821,0.4673611665166766
IFA38,IFA38,-0.10574912891986064,0.5105166369826974
CDC28,CDC28,-0.13780487804878053,0.39022818430665274
CSH1,CSH1,-0.5658536585365855,0.00011541067240425972
TOS1,TOS1,-0.5041811846689896,0.0007765635473708067
EXO5,EXO5,0.06254355400696865,0.6976682100946312
ARL1,ARL1,0.4294425087108015,0.005079599330456742
UBS1,UBS1,-0.05836236933797911,0.7170128958609399
TYR1,TYR1,0.18937282229965158,0.23568339513001615
POP7,POP7,0.045818815331010454,0.7760579095582293
PEX32,PEX32,-0.13310104529616726,0.4067612814512367
SSE2,SSE2,0.20522648083623696,0.1980231645356465
NPL4,NPL4,-0.12195121951219513,0.44751652292755917
SEC66,SEC66,-0.05766550522648085,0.7202544259801018
SMY2,SMY2,-0.1782229965156795,0.2649160724252389
UMP1,UMP1,0.1958188153310105,0.21982359397745563
YBR174C,YBR174C,-0.1452818972688476,0.3647712758318713
SWD3,SWD3,-0.03013937282229966,0.8516133105447516
ECM31,ECM31,0.10365853658536586,0.5189575439961194
EHT1,EHT1,0.033623693379790945,0.8346844252328498
YBR178W,YBR178W,0.06285590230570166,0.6962304709415261
FZO1,FZO1,-0.008362369337979096,0.9586161564772357
DTR1,DTR1,-0.013240418118466902,0.934518125033254
RPS6B,RPS6B,-0.14094076655052268,0.3794276767584067
SMP1,SMP1,0.0870291877426754,0.5884705985092957
YPC1,YPC1,0.18010263053066589,0.25982707562039536
YBR184W,YBR184W,0.16737374104060462,0.2955736289259059
MBA1,MBA1,0.599651567944251,3.424011477122766e-05
PCH2,PCH2,0.021145657206907108,0.8955968568242495
GDT1,GDT1,-0.15871080139372826,0.32162818484000233
NTC20,NTC20,0.021080139372822302,0.8959185679425639
RPS9B,RPS9B,-0.3479094076655053,0.025816525289048806
YBR190W,YBR190W,-0.193375502863165,0.2257461619476892
RPL21A,RPL21A,-0.15470383275261326,0.3341520083893431
RIM2,RIM2,0.3067944250871081,0.05105365537933924
MED8,MED8,0.2320557491289199,0.14430540012914833
AIM4,AIM4,-0.13972125435540073,0.3836067039550354
MSI1,MSI1,-0.1231707317073171,0.44295329875411493
PGI1,PGI1,0.5618466898954705,0.00013214532283990316
YBR197C,YBR197C,0.23797909407665507,0.1340539006058969
TAF5,TAF5,-0.11254355400696867,0.4835681172877233
KTR4,KTR4,0.19895470383275266,0.2123804489043205
BEM1,BEM1,-0.08362369337979096,0.6031989279036312
DER1,DER1,0.1693379790940767,0.289860587745067
MCM7,MCM7,0.09059233449477352,0.5732337724869312
COS111,COS111,0.2789504745374335,0.07736854656149088
LDH1,LDH1,-0.10209059233449479,0.5253333513607192
KTR3,KTR3,-0.1726480836236934,0.2803957767171156
YBR206W,YBR206W,,
FTH1,FTH1,0.46080139372822304,0.0024300061303980888
"DUR1,2","DUR1,2",0.38519163763066216,0.012884260213467932
YBR209W,YBR209W,0.14053867780856344,0.3808025721741969
ERV15,ERV15,-0.17630662020905927,0.2701720467691845
AME1,AME1,-0.039024390243902446,0.8085921505104188
NGR1,NGR1,-0.2797909407665506,0.07644317995758149
MET8,MET8,0.4243902439024391,0.005684553643805157
SDS24,SDS24,0.1550522648083624,0.3330511442212991
HPC2,HPC2,0.04094076655052265,0.7993810186294077
YBP1,YBP1,-0.15000000000000005,0.3492337410521781
ATG12,ATG12,0.03170731707317073,0.843986708023791
PYC2,PYC2,-0.20975609756097566,0.18808771833348395
YBR219C,YBR219C,-0.3353658536585366,0.0320739503550165
YBR220C,YBR220C,0.19668989547038332,0.21773825289449117
PDB1,PDB1,0.7639372822299653,6.219463136403929e-09
PCS60,PCS60,0.44285714285714295,0.0037366329463918145
TDP1,TDP1,0.10215155077022917,0.5250847556547618
YBR224W,YBR224W,-0.09515545743108196,0.5539878429864393
YBR225W,YBR225W,0.05008825699440241,0.7558020001372491
YBR226C,YBR226C,0.008487524200726309,0.9579973339067223
MCX1,MCX1,-0.014634146341463419,0.9276426183630366
SLX1,SLX1,0.19094076655052267,0.2317559089895082
ROT2,ROT2,0.2923344947735192,0.06363718684029089
OM14,OM14,0.4726480836236934,0.0018057157947255855
SWC5,SWC5,0.0888501742160279,0.5806611776633128
YBR232C,YBR232C,,
PBP2,PBP2,0.14930313588850178,0.35150284850091107
ARC40,ARC40,0.10278745644599305,0.5224949120430962
VHC1,VHC1,-0.1231707317073171,0.44295329875411493
ABD1,ABD1,0.2541811846689896,0.10878356453069234
PRP5,PRP5,0.047212543554006975,0.7694286872385656
YBR238C,YBR238C,-0.30187366700117063,0.0550889377829152
ERT1,ERT1,-0.13817738491696377,0.38893589634695835
THI2,THI2,-0.03197427923827986,0.8426895626452267
YBR241C,YBR241C,0.45487804878048793,0.002808009047154824
YBR242W,YBR242W,-0.06829268292682927,0.6713767654169092
ALG7,ALG7,0.1789198606271777,0.2630217121608481
GPX2,GPX2,-0.5057491289198608,0.0007430635673146291
ISW1,ISW1,-0.5153310104529618,0.0005649096696403645
RRT2,RRT2,0.11358885017421605,0.4794891202441175
ENP1,ENP1,0.1355400696864112,0.39813899967819766
HIS7,HIS7,0.33135888501742167,0.03431808473149149
ARO4,ARO4,0.014459930313588854,0.9285017830489516
SPO23,SPO23,0.11181673338381891,0.4864149739959628
MRPS5,MRPS5,0.6905923344947736,5.828504539111471e-07
DUT1,DUT1,0.4869337979094077,0.001244323376397042
SRB6,SRB6,0.13083623693379795,0.4148626868057107
TRS20,TRS20,-0.07491289198606273,0.6415752728249815
MTC4,MTC4,0.2149825783972126,0.17706914320968428
RIB5,RIB5,0.32264808362369346,0.03964282660882156
POP4,POP4,0.264808362369338,0.09429138724290816
SHG1,SHG1,0.30557491289198613,0.05203083528757359
YBR259W,YBR259W,0.0029616724738675965,0.9853376943397918
RGD1,RGD1,0.17351916376306623,0.2779389623946213
TAE1,TAE1,0.2031358885017422,0.20273100154550652
MIC12,MIC12,0.5763066202090593,8.03932395956917e-05
SHM1,SHM1,-0.04982578397212544,0.7570427855942288
YPT10,YPT10,-0.23606271777003487,0.13730950317258162
TSC10,TSC10,-0.6005226480836239,3.312382034567696e-05
SLM6,SLM6,-0.043559390342306124,0.7868379826573686
REI1,REI1,-0.3810104529616725,0.013982795241155819
MRPL37,MRPL37,0.5069686411149826,0.0007179055974550882
SDH8,SDH8,0.6148083623693381,1.8963756533906614e-05
BIT2,BIT2,0.04707935529453061,0.770061501551412
EFM2,EFM2,0.11132404181184673,0.48834971869657817
HSM3,HSM3,-0.06742160278745646,0.6753364958836108
UBX7,UBX7,0.10365853658536586,0.5189575439961194
CHK1,CHK1,-0.19564459930313594,0.2202423091222392
RIF1,RIF1,-0.18118466898954705,0.25692721399155677
PPS1,PPS1,0.09668989547038329,0.5475850631403533
YBR277C,YBR277C,0.15810601253463386,0.3234993392968113
DPB3,DPB3,-0.3081881533101046,0.04995501522742397
PAF1,PAF1,-0.14878048780487807,0.3532105542892181
